"Entrez GeneId","Gene Symbol","Name","Genome Location","Chr Band","Somatic","Germline","Tumour Types(Somatic)","Tumour Types(Germline)","Cancer Syndrome","Tissue Type","Molecular Genetics","Role in Cancer","Mutation Types","Translocation Partner","Other Germline Mut","Other Syndrome","Synonyms","Uniprot_ID","Annotation"
5049,"PAFAH1B2","platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa","11:117152449-117167700","11q23","yes","","MLCLS","","","L","Dom","","T","IGH","","","P68402,5049,PAFAH1B2,ENSG00000168092","P68402","5 out of 5"
5077,"PAX3","paired box gene 3","2:222201174-222298615","2q35","yes","","alveolar rhabdomyosarcoma","","","M","Dom","","T","FOXO1, NCOA1, NCOA2","yes","Waardenburg syndrome; craniofacial-deafness-hand syndrome","MGC120382,PAX3,5077,ENSG00000135903,CDHS,MGC120383,HUP2,P23760,WS1,MGC120384,MGC134778,MGC120381","P23760","5 out of 5"
5079,"PAX5","paired box gene 5 (B-cell lineage specific activator protein)","9:36840560-37034031","9p13","yes","","NHL, ALL, B-ALL","","","L","Dom","","T, Mis, D, F, S","IGH, ETV6, PML, FOXP1, ZNF521, ELN","","","Q02548,PAX5,5079,ENSG00000196092,BSAP","Q02548","5 out of 5"
5081,"PAX7","paired box gene 7","1:18631604-18736039","1p36.2-p36.12","yes","","alveolar rhabdomyosarcoma","","","M","Dom","","T","FOXO1","","","PAX7B,5081,PAX7,ENSG00000009709,P23759,HUP1","P23759","5 out of 5"
5087,"PBX1","pre-B-cell leukemia transcription factor 1","1:164559824-164846677","1q23","yes","","pre B-ALL, myoepithelioma","","","L, M","Dom","","T","TCF3, EWSR1","","","P40424,PBX1,5087","P40424","5 out of 5"
5108,"PCM1","pericentriolar material 1  (PTC4)","8:17935611-18027662","8p22-p21.3","yes","","papillary thyroid, CML, MPN","","","E, L","Dom","","T","RET, JAK2","","","PCM1,Q15154,PTC4,ENSG00000078674,5108","Q15154","5 out of 5"
5155,"PDGFB","platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)","22:39225723-39243963","22q12.3-q13.1","yes","","DFSP","","","M","Dom","oncogene","T","COL1A1","","","SIS,5155,PDGFB,ENSG00000100311,FLJ12858,PDGF2,P01127,c-sis,SSV","P01127","5 out of 5"
5156,"PDGFRA","platelet-derived growth factor, alpha-receptor","4:54258769-54295272","4q11-q13","yes","yes","GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma","GIST","familial gastrointestinal stromal tumour","L, M, O","Dom","oncogene","Mis, O, T","FIP1L1","","","MGC74795,PDGFRA,5156,ENSG00000134853,PDGFR2,CD140A,Rhe-PDGFRA,CD140a,P16234","P16234","5 out of 5"
5159,"PDGFRB","platelet-derived growth factor receptor, beta polypeptide","5:150115763-150137047","5q31-q32","yes","","MPN, AML, CMML, CML","","","L","Dom","","T","ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP","","","JTK12,5159,PDGFRB,P09619,ENSG00000113721,PDGF-R-beta,PDGFR1,CD140B,PDGFR,CD140b","P09619","5 out of 5"
5187,"PER1","period homolog 1 (Drosophila)","17:8141068-8150706","17p13.1-17p12","yes","","AML, CMML","","","L","Dom","","T","ETV6","","","O15534,5187,PER1,ENSG00000179094,PER,RIGUI","O15534","5 out of 5"
5290,"PIK3CA","phosphoinositide-3-kinase, catalytic, alpha polypeptide","3:179198826-179234364","3q26.3","yes","","colorectal, gastric, glioblastoma, breast","","","E, O","Dom","oncogene","Mis","","","","MGC142161,5290,PIK3CA,ENSG00000121879,P42336,MGC142163,p110-alpha,PI3K","P42336","5 out of 5"
5292,"PIM1","pim-1 oncogene","6:37170576-37174091","6p21.2","yes","","NHL","","","L","Dom","","T","BCL6","","","PIM,5292,PIM1,ENSG00000137193,P11309","P11309","5 out of 5"
5295,"PIK3R1","phosphoinositide-3-kinase, regulatory subunit 1 (alpha)","5:68226676-68297601","5q13.1","yes","","glioblastoma, ovarian, colorectal","","","E, O","Rec","","Mis, F, O","","","","P27986,5295,PIK3R1,ENSG00000145675,p85-ALPHA,GRB1","P27986","5 out of 5"
5324,"PLAG1","pleiomorphic adenoma gene 1","8:56166243-56168269","8q12","yes","","salivary adenoma, lipoblastoma","","","E","Dom","oncogene/fusion","T","TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2","","","ENSG00000181690,5324,PLAG1","Q6DJT9","5 out of 5"
5335,"PLCG1","phospholipase C, gamma 1","20:41137642-41174509","20q12-q13.1","yes","","angiosarcoma","","","E","Dom","oncogene/fusion","Mis","","","","PLC1,PLCG1,5335,ENSG00000124181,PLC-II,Plcg1,PLCgamma1,PLC148","P19174","5 out of 5"
5371,"PML","promyelocytic leukemia","15:73994813-74045008","15q22","yes","","APL, ALL","","","L","Dom","TSG/fusion","T","RARA, PAX5","","","TRIM19,PML,5371,ENSG00000140464,MYL,PP8675,RNF71","P29590","5 out of 5"
5378,"PMS1","PMS1 postmeiotic segregation increased 1 (S. cerevisiae)","2:189791810-189877436","2q31-q33","","yes","","colorectal, endometrial, ovarian","hereditary non-polyposis colorectal cancer","E","Rec","","Mis, N","","","","hPMS1,5378,PMS1,ENSG00000064933,PMSL1,HNPCC3,DKFZp781M0253","P54277","5 out of 5"
5395,"PMS2","PMS2 postmeiotic segregation increased 2 (S. cerevisiae)","7:5973399-6009019","7p22","","yes","","colorectal, endometrial, ovarian, medulloblastoma, glioma","hereditary non-polyposis colorectal cancer, Turcot syndrome","E","Rec","","Mis, N, F","","","","HNPCC4,5395,PMS2,ENSG00000122512,H_DJ0042M02_9,PMSL2,PMS2CL","P54278","5 out of 5"
5396,"PRRX1","paired related homeobox 1","1:170664220-170730332","1q24","yes","","AML","","","L","Dom","","T","NUP98","","","ENSG00000116132,PRRX1,5396","P54821","5 out of 5"
5413,"SEPT5","septin 5","22:19714590-19722485","22q11.21","yes","","AML","","","L","Dom","","T","KMT2A","","","HCDCREL-1,5413,SEPT5,ENSG00000184702,Q99719,PNUTL1,H5","Q99719","5 out of 5"
5426,"POLE","polymerase (DNA directed), epsilon, catalytic subunit","12:132624697-132687315","12q24.3","yes","yes","colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer","colorectal cancer susceptibility","","E","Rec","","Mis","","yes","FILS syndrome","POLE1,POLE,5426,FLJ21434,DKFZp434F222,ENSG00000177084","Q07864","5 out of 5"
5450,"POU2AF1","POU domain, class 2, associating factor 1 (OBF1)","11:111354261-111379177","11q23.1","yes","","NHL","","","L","Dom","","T","BCL6","","","OBF1,5450,POU2AF1,ENSG00000110777,BOB1,OCAB,Q16633,OBF-1","Q16633","5 out of 5"
5460,"POU5F1","POU domain, class 5, transcription factor 1","6:31164601-31170620","6p21.31","yes","","sarcoma","","","M","Dom","","T","EWSR1","","","MGC22487,5460,POU5F1,ENSG00000230336,POU5F1P1,OTF3P1,Oct4,OCT4,OCT3,OTF3C,OTF4,OTF3","Q01860","5 out of 5"
5468,"PPARG","peroxisome proliferative activated receptor, gamma","3:12351593-12434145","3p25","yes","","follicular thyroid","","","E","Dom","","T","PAX8","yes","Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension","PPARG1,PPARG,5468,ENSG00000132170,PPARG2,NR1C3,HUMPPARG","P37231","5 out of 5"
5518,"PPP2R1A","protein phosphatase 2, regulatory subunit A, alpha","19:52190097-52225981","19q13.41","yes","","clear cell ovarian carcinoma","","","E","Dom","","Mis","","","","PR65A,PPP2R1A,5518,ENSG00000105568,MGC786,P30153","P30153","5 out of 5"
5537,"PPP6C","protein phosphatase 6, catalytic subunit","9:125149673-125189718","9q33.3","yes","","melanoma","","","E","Dom","","Mis, N","","","","O00743,PPP6C,5537,ENSG00000119414","O00743","5 out of 5"
5546,"PRCC","papillary renal cell carcinoma (translocation-associated)","1:156767772-156800460","1q21.1","yes","","papillary renal","","","E","Dom","","T","TFE3","","","PRCC,Q92733,TPRC,RCCP1,MGC4723,MGC17178,ENSG00000143294,5546","Q92733","5 out of 5"
5551,"PRF1","perforin 1 (pore forming protein)","10:70598053-70600902","10q22","","yes","","various leukaemia, lymphoma","","L","Rec","","M","","yes","Type 2 familial haemophagocytic lymphohistiocytosis","PRF1,P14222,PFP,P1,MGC65093,HPLH2,FLH2,ENSG00000180644,5551","P14222","5 out of 5"
5566,"PRKACA","protein kinase cAMP-activated catalytic subunit alpha","19:14093112-14117547","19p13.1","yes","","fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma","","","E","Dom","oncogene","T, Mis, N","DNAJB1","","","MGC48865,5566,PRKACA,ENSG00000072062,P17612,PKACA,MGC102831","P17612","5 out of 5"
5573,"PRKAR1A","protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)","17:68515400-68530449","17q23-q24","yes","yes","papillary thyroid","myxoma, endocrine, papillary thyroid","Carney complex","E, M","Dom/Rec","","T, Mis, N, F, S","RET","","","DKFZp779L0468,5573,PRKAR1A,ENSG00000108946,PRKAR1,P10644,CNC1,PKR1,MGC17251,PPNAD1,TSE1,CNC,CAR","P10644","5 out of 5"
5594,"MAPK1","mitogen-activated protein kinase 1","22:21769204-21867440","22q11.2","yes","","CLL, ovarian mixed germ cell tumour, cervical carcinoma","","","E, L","Dom","oncogene","Mis","","","","MAPK2,MAPK1,5594,ENSG00000100030,P28482,ERK2,p40,PRKM1,p38,p41,ERT1,p41mapk,PRKM2,P42MAPK,ERK","P28482","5 out of 5"
5604,"MAP2K1","mitogen-activated protein kinase kinase 1","15:66387348-66490615","15q22.1-q22.33","yes","","NSCLC, melanoma, colorectal","","","E","Dom","oncogene","Mis","","yes","Cardiofaciocutaneous syndrome","MAPKK1,5604,MAP2K1,ENSG00000169032,Q02750,MEK1,MKK1,PRKMK1","Q02750","5 out of 5"
5605,"MAP2K2","mitogen-activated protein kinase kinase 2","19:4090598-4123875","19p13.3","yes","","NSCLC, melanoma","","","E","Dom","oncogene","Mis","","yes","Cardiofaciocutaneous syndrome","MEK2,MAP2K2,5605,ENSG00000126934,P36507,MKK2,MAPKK2,PRKMK2","P36507","5 out of 5"
5727,"PTCH1","Homolog of Drosophila Patched gene","9:95446912-95508361","9q22.3","yes","yes","skin basal cell, medulloblastoma","skin basal cell, medulloblastoma","nevoid basal cell carcinoma syndrome","E, M","Rec","","Mis, N, F, S","","","","RP11-435O5_3,Q13635,PTCH,PTCH1,5727,HPE7,FLJ26746,NBCCS,BCNS,PTC1,PTC,ENSG00000185920,PTCH1,FLJ42602","Q13635","5 out of 5"
5728,"PTEN","phosphatase and tensin homolog gene","10:87864470-87965472","10q23.3","yes","yes","glioma, prostate, endometrial","harmartoma, glioma, prostate, endometrial","Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome","L, E, M, O","Dom","TSG","D, Mis, N, F, S","","","","MMAC1,5728,PTEN,MGC11227,PTEN1,MHAM,P60484,BZS,ENSG00000171862","P60484","5 out of 5"
5753,"PTK6","protein tyrosine kinase 6","20:63529536-63537314","20q13.3","yes","","renal, gastric, head and neck, ovarian, others","","","E","Dom","oncogene/TSG","Mis, N","","","","BRK,PTK6,5753,ENSG00000101213,Q13882,FLJ42088","Q13882","5 out of 5"
5781,"PTPN11","protein tyrosine phosphatase, non-receptor type 11","12:112419112-112504764","12q24.1","yes","","JMML, AML, MDS","","","L","Dom","oncogene","Mis","","yes","Noonan Syndrome","CFC,Q06124,5781,PTPN11,ENSG00000179295,SHP2,MGC14433,SHP-2,BPTP3,PTP-1D,SH-PTP3,NS1,SH-PTP2,PTP2C","Q06124","5 out of 5"
5783,"PTPN13","protein tyrosine phosphatase, non-receptor type 13","4:86635257-86814551","4q21.3","yes","yes","lung, NSCLC, gastric, peritoneal carcinomatosis","hepatocellular","Familial Hepatocellular Carcinoma","E","Rec","TSG","Mis, N","","","","PTP1E,PTPN13,5783,ENSG00000163629,PTPLE,PTPL1,PNP1,PTP-BAS,DKFZp686J1497,Q12923,FAP-1,PTP-BL","Q12923","5 out of 5"
5787,"PTPRB","protein tyrosine phosphatase, receptor type, B","12:70521489-70609814","12q15-q21","yes","","angiosarcoma","","","E","Rec","","N, Mis, S, F","","","","ENSG00000127329,PTPRB,5787,MGC142023,DKFZp686H15164,MGC59935,PTPB,HPTP-BETA,P23467,HPTPB,R-PTP-BETA,FLJ44133,DKFZp686E2262","P23467","5 out of 5"
5788,"PTPRC","protein tyrosine phosphatase, receptor type, C","1:198639275-198756181","1q31-q32","yes","","T-ALL","","","L","Rec","","Mis, N, S","","","","LCA,PTPRC,5788,ENSG00000081237,T200,GP180,B220,LY5,CD45","P08575","5 out of 5"
5796,"PTPRK","protein tyrosine phosphatase, receptor type, K","6:127970227-128520358","6q22.2-q22.3","yes","","colorectal","","","E","Dom","","T","RSPO3","","","DKFZp686C2268,5796,PTPRK,ENSG00000152894,DKFZp779N1045,R-PTP-kappa,RP3-480J14_1","Q15262","5 out of 5"
5879,"RAC1","ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)","7:6374736-6402446","7p22","yes","","melanoma, carcinoma","","","E","Dom","oncogene","Mis, F","","","","ENSG00000136238,5879,RAC1,MIG5,MGC111543,P63000,p21-Rac1,TC-25","P63000","5 out of 5"
5885,"RAD21","RAD21 homolog (S. pombe)","8:116847500-116866729","8q24.11","yes","","AML, endometrium, colorectal, lung","","","L, E","Rec","","Mis, N, F","","yes","Cornelia de Lange syndrome-4","HR21,RAD21,5885,ENSG00000164754,KIAA0078,FLJ25655,hHR21,MCD1,O60216,NXP1,HRAD21,FLJ40596,SCC1","O60216","5 out of 5"
5890,"RAD51B","RAD51 paralog B","14:67823544-68594603","14q23-q24.2","yes","","lipoma, uterine leiomyoma","","","M","Dom","","T","HMGA2","","","ENSG00000182185,5890,RAD51L1,RAD51B,O15315,hREC2,R51H2,REC2,RAD51B,MGC34245","O15315","5 out of 5"
5894,"RAF1","v-raf-1 murine leukemia viral oncogene homolog 1","3:12584514-12618721","3p25","yes","","pilocytic astrocytoma, prostate","","","O, E","Dom","","T","SRGAP3, ESRP1","","","Raf-1,RAF1,5894,P04049,ENSG00000132155,c-Raf,CRAF","P04049","5 out of 5"
5900,"RALGDS","ral guanine nucleotide dissociation stimulator","9:133098587-133121154","9q34.3","yes","","PMBL, Hodgkin lymphoma,","","","L","Dom","","T","CIITA","","","FLJ20922,5900,RALGDS,ENSG00000160271,RalGEF,RGF,Q12967","Q12967","5 out of 5"
5903,"RANBP2","RAN binding protein 2","2:108719607-108783901","2q12.3","yes","","inflammatory myofibroblastic tumour","","","M","Dom","","T","ALK","","","NUP358,5903,RANBP2,ENSG00000153201,P49792,TRP1,TRP2","P49792","5 out of 5"
5910,"RAP1GDS1","RAP1, GTP-GDP dissociation stimulator 1","4:98261566-98442117","4q21-q25","yes","","T-ALL","","","L","Dom","","T","NUP98","","","P52306,5910,RAP1GDS1,MGC118861,MGC118859,GDS1,ENSG00000138698","P52306","5 out of 5"
5914,"RARA","retinoic acid receptor, alpha","17:40331219-40356226","17q12","yes","","APL","","","L","Dom","oncogene","T","PML, ZBTB16, TRIM24, NUMA1, NPM1","","","RAR,RARA,5914,ENSG00000131759,NR1B1","P10276","5 out of 5"
5925,"RB1","retinoblastoma gene","13:48303913-48480071","13q14","yes","yes","retinoblastoma, sarcoma, breast, small cell lung carcinoma","retinoblastoma, sarcoma, breast, small cell lung carcinoma","familial retinoblastoma","L, E, M, O","Rec","TSG","D, Mis, N, F, S","","","","OSRC,ENSG00000139687,RB1,5925,RB,P06400","P06400","5 out of 5"
5927,"KDM5A","lysine (K)-specific demethylase 5A, JARID1A","12:285456-389091","12p11","yes","","AML","","","L","Dom","oncogene/fusion","T","NUP98","","","RBBP2,5927,JARID1A,KDM5A,ENSG00000073614","P29375","5 out of 5"
5966,"REL","v-rel reticuloendotheliosis viral oncogene homolog (avian)","2:60881841-60922535","2p13-p12","yes","","Hodgkin lymphoma","","","L","Dom","oncogene","A","","","","I-Rel,5966,REL,ENSG00000162924,C-Rel","Q04864","5 out of 5"
5979,"RET","ret proto-oncogene","10:43077259-43128269","10q11.2","yes","yes","medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour","medullary thyroid,  papillary thyroid, pheochromocytoma","multiple endocrine neoplasia 2A/2B","E, O","Dom","oncogene/fusion","T, Mis, N, F","H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6","yes","Hirschsprung disease","RET51,5979,RET,P07949,ENSG00000165731,MTC1,MEN2A,RET-ELE1,HSCR1,PTC,MEN2B,CDHF12","P07949","5 out of 5"
5987,"TRIM27","tripartite motif-containing 27","6:28904070-28923632","6p22","yes","","papillary thyroid","","","E","Dom","","T","RET","","","DASS-46L4_6,RFP,TRIM27,5987,ENSG00000234495,RNF76,TRIM27","P14373","5 out of 5"
6098,"ROS1","v-ros UR2 sarcoma virus oncogene homolog 1 (avian)","6:117288492-117425656","6q22","yes","","glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian","","","O, E","Dom","oncogene","T","GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A","","","ROS,6098,ROS1,ENSG00000047936,P08922,MCF3,RP1-179P9_1","P08922","5 out of 5"
6125,"RPL5","ribososomal protein L5","1:92832115-92841865","1p22.1","yes","","T-ALL","","","L","Dom","","Mis, N, F","","yes","Diamond-Blackfan anaemia","RPL5,6125,P46777,MSTP030,MGC117339,ENSG00000122406","P46777","5 out of 5"
6134,"RPL10","ribosomal protein L10","X:154398520-154400854","Xq28","yes","","T-ALL","","","L","Dom","","Mis","","","","XX-FW83563B9_1,6134,RPL10,ENSG00000147403,FLJ27072,DXS648,DXS648E,DKFZp686J1851,P27635,QM,FLJ23544","P27635","5 out of 5"
6146,"RPL22","ribosomal protein L22 (EAP)","1:6186672-6199573","1p36.31","yes","","AML, CML","","","L","Dom","","T","RUNX1","","","EAP,RPL22,6146","P35268","5 out of 5"
6184,"RPN1","ribophorin I","3:128620411-128650800","3q21.3-q25.2","yes","","AML","","","L","Dom","","T","MECOM","","","OST1,6184,RPN1,ENSG00000163902,P04843","P04843","5 out of 5"
6249,"CLIP1","CAP-GLY domain containing linker protein 1","12:122272875-122380452","12q24.3","yes","","Spitzoid tumour","","","E","Dom","","T","ROS1","","","ENSG00000130779,6249,CLIP1,P30622,RSN,MGC131604,CYLN1,CLIP170,CLIP-170,CLIP","P30622","5 out of 5"
6385,"SDC4","syndecan 4","20:45327264-45348384","20q12","yes","","NSCLC","","","E","Dom","","T","ROS1","","","ENSG00000124145,6385,SDC4,P31431,SYND4,MGC22217","P31431","5 out of 5"
6389,"SDHA","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)","5:218356-256420","5p15","yes","yes","GIST, paraganglioma","paraganglioma","paragangliomas-5 (PGL5)","M, O","Rec","TSG","Mis, N","","","","SDH2,SDHA,6389,ENSG00000073578,FP,P31040,SDHF","P31040","5 out of 5"
6390,"SDHB","succinate dehydrogenase complex, subunit B, iron sulfur (Ip)","1:17018881-17054019","1p36.1-p35","","yes","","paraganglioma, pheochromocytoma","familial paraganglioma","O","Rec","","Mis, N, F","","","","PGL4,SDHB,6390,ENSG00000117118,SDH1,SDHIP,SDH,IP","P21912","5 out of 5"
6391,"SDHC","succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa","1:161314406-161362433","1q21","","yes","","paraganglioma, pheochromocytoma","familial paraganglioma","O","Rec","","Mis, N, F","","","","CYBL,SDHC,6391,ENSG00000143252,SDH3,PGL3,QPS1,CYB560","Q99643","5 out of 5"
6392,"SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","11:112086908-112094970","11q23","","yes","","paraganglioma, pheochromocytoma","familial paraganglioma","O","Rec","","Mis, N, F, S","","","","PGL1,SDHD,6392,ENSG00000204370,PGL,SDH4,CBT1,O14521","O14521","5 out of 5"
6416,"MAP2K4","mitogen-activated protein kinase kinase 4","17:12020887-12141260","17p11.2","yes","","pancreatic, breast, colorectal","","","E","Rec","oncogene/TSG","D, Mis, N","","","","MEK4,6416,MAP2K4,P45985,ENSG00000065559,SERK1,JNKK1,MKK4,PRKMK4,MAPKK4,JNKK,SEK1","P45985","5 out of 5"
6418,"SET","SET translocation","9:128689583-128694664","9q34","yes","","T-ALL","","","L","Dom","","T","NUP214","","","I2PP2A,6418,SET,ENSG00000119335,TAF-IBETA,PHAPII,IGAAD,2PP2A","Q01105","5 out of 5"
6421,"SFPQ","splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated)","1:35184456-35193049","1p34.3","yes","","papillary renal","","","E","Dom","","T","TFE3","","","PSF,6421,SFPQ,ENSG00000116560,P23246","P23246","5 out of 5"
6424,"SFRP4","secreted frizzled related protein 4","7:37907479-37916537","7p14.1","yes","","colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC","","","E","Rec","TSG","Mis","","yes","Pyle disease","Q6FHJ7,SFRP4,6424,ENSG00000106483,frpHE,MGC26498,FRPHE,FRP-4","Q6FHJ7","5 out of 5"
6427,"SRSF2","serine/arginine-rich splicing factor 2","17:76736161-76737160","17q25","yes","","MDS, CLL","","","L","Dom","","Mis","","","","Q01130,6427,SFRS2,SRSF2","Q01130","5 out of 5"
6428,"SRSF3","serine/arginine-rich splicing factor 3","6:36596763-36601989","6p21","yes","","follicular lymphoma","","","L","Dom","","T","BCL6","","","SRp20,SFRS3,6428,SRSF3,ENSG00000112081,P84103","P84103","5 out of 5"
6455,"SH3GL1","SH3-domain GRB2-like 1 (EEN)","19:4361600-4400368","19p13.3","yes","","AL","","","L","Dom","","T","KMT2A","","","Q99961,6455,SH3GL1,ENSG00000141985,SH3D2B,EEN,CNSA1,SH3P8","Q99961","5 out of 5"
6491,"STIL","SCL/TAL1 interrupting locus","1:47251136-47310319","1p32","yes","","T-ALL","","","L","Dom","","T","TAL1","","","SIL,STIL,6491,ENSG00000123473,Q15468","Q15468","5 out of 5"
6597,"SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","19:10984152-11061816","19p13.2","yes","","NSCLC, SCCOHT","","","E","Rec","","F, N, Mis, S","","","","hSNF2b,6597,SMARCA4,P51532,BRG1,SNF2L4,SNF2,SWI2,FLJ39786,BAF190,SNF2LB,SNF2-BETA,ENSG00000127616","P51532","5 out of 5"
6598,"SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","22:23787170-23834180","22q11","yes","yes","malignant rhabdoid","malignant rhabdoid","rhabdoid predisposition syndrome","M","Rec","","D, N, F, S","","","","Ini1,6598,SMARCB1,ENSG00000099956,Snr1,SNF5L1,RDT,BAF47,hSNFS,SNF5,INI1,Sfh1p,Q12824","Q12824","5 out of 5"
6602,"SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","12:50085487-50099000","12q13-q14","yes","","breast","","","E","Rec","","N","","","","CRACD1,SMARCD1,6602,ENSG00000066117,Rsc6p,BAF60A,Q96GM5","Q96GM5","5 out of 5"
6605,"SMARCE1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1","17:40628785-40645626","17q21.2","","yes","","meningioma","","O","Rec","","F, Mis, N","","","","ENSG00000073584,SMARCE1,6605,BAF57,Q969G3","Q969G3","5 out of 5"
6608,"SMO","smoothened homolog (Drosophila)","7:129189152-129212451","7q31-q32","yes","","skin basal cell","","","E","Dom","","Mis","","","","Q99835,6608,SMO,ENSG00000128602,SMOH,Gx","Q99835","5 out of 5"
6657,"SOX2","SRY (sex determining region Y)-box 2","3:181712361-181713314","3q26.3-q27","yes","","NSCLC, oesophageal squamous carcinoma","","","E","Dom","","A","","yes","Microphthalmia and oesophageal atresia syndrome","MGC2413,SOX2,6657,ENSG00000181449,MCOPS3,P48431,ANOP3","P48431","5 out of 5"
6714,"SRC","SRC proto-oncogene, non-receptor tyrosine kinase","20:37384154-37403379","20q11.23","yes","","colorectal cancer, endometrial carcinoma","","","E","Dom","oncogene","Mis, N","","","","c-SRC,SRC,6714,ENSG00000197122,P12931,ASV,p60-Src,SRC1,c-src","P12931","5 out of 5"
6756,"SSX1","synovial sarcoma, X breakpoint 1","X:48257242-48266387","Xp11.23-p11.22","yes","","synovial sarcoma","","","M","Dom","","T","SS18","","","MGC5162,SSX1,6756,ENSG00000126752,RP11-552E4_1,SSRC,MGC150425,Q16384","Q16384","4 out of 5"
6757,"SSX2","synovial sarcoma, X breakpoint 2","X:52752681-52789480","Xp11.23-p11.22","yes","","synovial sarcoma","","","M","Dom","","T","SS18","","","HD21,SSX2,6757,ENSG00000157950,SSX,HOM-MEL-40,MGC3884,MGC15364,MGC119055,RP11-552J9_2","Q16385","5 out of 5"
6759,"SSX4","synovial sarcoma, X breakpoint 4","X:48391869-48411372","Xp11.23","yes","","synovial sarcoma","","","M","Dom","","T","SS18","","","MGC119056,6759,SSX4,ENSG00000204645,O60224,MGC12411","O60224","3 out of 5"
6760,"SS18","synovial sarcoma translocation, chromosome 18","18:26018354-26090569","18q11.2","yes","","synovial sarcoma","","","M","Dom","","T","SSX1,  SSX2, SSX4","","","Q15532,6760,SS18,ENSG00000141380,SSXT,SYT","Q15532","5 out of 5"
6774,"STAT3","signal transducer and activator of transcription 3 (acute-phase response factor)","17:42315745-42348516","17q21.31","yes","yes","T-cell large granular lymphocytic leukaemia","paediatric large granular lymphocytic leukaemia","","L","Dom","oncogene","Mis,O","","yes","IPEX-like syndrome","FLJ20882,6774,STAT3,ENSG00000168610,APRF,P40763,MGC16063","P40763","5 out of 5"
6777,"STAT5B","signal transducer and activator of transcription 5B","17:42201738-42232127","17q11.2","yes","","large granular lymphocytic leukaemia, skin basal cell, APL","","","L, E","Dom","","Mis, O, T","RARA","yes","IPEX-like syndrome","STAT5,6777,STAT5B,ENSG00000173757,P51692","P51692","5 out of 5"
6778,"STAT6","signal transducer and activator of transcription 6, interleukin-4 induced","12:57096572-57108278","12q13","yes","","solitary fibrous tumour, meningeal haemangiopericytoma","","","M, O","Dom","","T","NAB2","","","D12S1644,6778,STAT6,ENSG00000166888,IL-4-STAT,P42226,STAT6B,STAT6C","P42226","5 out of 5"
6794,"STK11","serine/threonine kinase 11 gene (LKB1)","19:1206914-1226647","19p13.3","yes","yes","NSCLC, pancreatic","jejunal hamartoma, ovarian, testicular, pancreatic","Peutz-Jeghers syndrome","E, M, O","Rec","TSG","D, Mis, N, F, S","","","","LKB1,6794,STK11,ENSG00000118046,Q15831,PJS","Q15831","5 out of 5"
6801,"STRN","striatin, calmodulin binding protein","2:36849456-36966463","2p22.2","yes","","anaplastic thyroid, papillary thyroid, lung","","","E","Dom","","T","ALK","","","ENSG00000115808,6801,STRN,O43815,SG2NA,MGC125642","O43815","5 out of 5"
6850,"SYK","spleen tyrosine kinase","9:90843899-90895600","9q22","yes","","MDS, peripheral T-cell lymphoma","","","L","Dom","oncogene/fusion","T","ETV6, ITK","","","P43405,SYK,6850,ENSG00000165025","P43405","5 out of 5"
6886,"TAL1","T-cell acute lymphocytic leukemia 1 (SCL)","1:47219720-47225888","1p32","yes","","lymphoblastic leukaemia/biphasic","","","L","Dom","","T","TRD, STIL","","","TCL5,TAL1,6886,ENSG00000162367,SCL,P17542,tal-1","P17542","5 out of 5"
6887,"TAL2","T-cell acute lymphocytic leukemia 2","9:108424779-108425393","9q31","yes","","T-ALL","","","L","Dom","","T","TRB","","","Q16559,6887,TAL2","Q16559","3 out of 5"
