ID,Organelle,Manual_annotation
Q68CQ7;Q68CQ7-2,,
Q68CZ2;Q68CZ2-2,,
Q68D91,,
Q68DK2;Q68DK2-2,Cytoplasm,
Q68E01-2;Q68E01;Q68E01-3,Nucleus,
Q68EM7;Q68EM7-6;Q68EM7-5,Cytoplasm,
Q69YL0,,
Q69YN2;Q69YN2-3,,
Q69YN4;Q69YN4-3;Q69YN4-2;Q69YN4-4,Nucleus,mRNA splicing
Q6AI08,,
Q6DD87,Nucleus,
Q6DD88,ER,
Q6DKI1;Q6DKI1-2,,
Q6DKJ4,,
Q6DN90;Q6DN90-2,,
Q6FI13;Q16777,Nucleus,
Q6FI81;Q6FI81-3,,
Q6GMV2,,
Q6GMV3,,
Q6GYQ0;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6,,
Q6I9Y2,,TREX
Q6IA69,,
Q6IA86-3;Q6IA86;Q6IA86-6;Q6IA86-2;Q6IA86-5;Q6IA86-7;Q6IA86-4,,
Q6IAA8,,
Q6IAN0,ER,
Q6IBS0,Cytoplasm,Actin regulation
Q6ICB0,,
Q6IN84,Mitochondrion,
Q6IN85;Q6IN85-2;Q6IN85-4;Q6IN85-5,,
Q6IQ22,,
Q6IQ49-2;Q6IQ49,,
Q6JQN1;Q6JQN1-5;Q6JQN1-2,,
Q6KC79;Q6KC79-2,Nucleus,
Q6L8Q7;Q6L8Q7-2,Mitochondrion,
Q6NTF9;Q6NTF9-2,,
Q6NUK1;Q6NUK1-2,Mitochondrion,
Q6NUM9,ER,
Q6NUQ1,ER,
Q6NUQ4,ER,
Q6NVY1;Q6NVY1-2,Mitochondrion,
Q6NW29,,
Q6NW34;Q6NW34-2,Nucleolus,
Q6NXE6-2;Q6NXE6,,
Q6NXR4,,
Q6NYC1;Q6NYC1-3;Q6NYC1-2,Nucleolus,
Q6NYC8;Q6NYC8-3;Q6NYC8-2,Cytoplasm,
Q6NZ67,Cytoplasm,
Q6NZI2;Q6NZI2-2,,
Q6NZY4;Q6NZY4-2,Nucleus,
Q6P158,,
Q6P161,Mitochondrion,
Q6P179;Q6P179-3,ER,
Q6P1A2;Q6P1A2-2,ER,
Q6P1J9,Nucleus,
Q6P1K2;Q6P1K2-2;Q6P1K2-4;Q6P1K2-3;Q6P1K2-6;Q6P1K2-5,Nucleus,
Q6P1L8,Mitochondrion,
Q6P1M0,ER,
Q6P1N0,,
Q6P1N9,Nucleus,
Q6P1X5,Nucleus,
Q6P1X6;Q6P1X6-2,,
Q6P2C8-2;Q6P2C8,Nucleus,
Q6P2E9;Q6P2E9-2,,
Q6P2Q9,Nucleus,mRNA splicing
Q6P3W7,Cytoplasm,
Q6P3X3,,
Q6P4A7;Q6P4A7-3,Mitochondrion,
Q6P4R8-3;Q6P4R8;Q6P4R8-2,Nucleus,
Q6P587,Mitochondrion,
Q6P5R6,,
Q6P6C2;Q6P6C2-1,Nucleus,
Q6P996;Q6P996-4;Q6P996-5;Q6P996-3,,
Q6P9B6,,
Q6P9B9,Nucleus,
Q6PCB7,Cytoplasm,
Q6PD62,Nucleus,
Q6PD74;Q6PD74-2,Cytoplasm,
Q6PGP7,,
Q6PI48,Mitochondrion,
Q6PIU2;Q6PIU2-2,ER,
Q6PJ69,,
Q6PJG2,Nucleus,
Q6PJG6,,
Q6PJI9;Q6PJI9-3;Q6PJI9-2,,
Q6PJT7;Q6PJT7-5,,
Q6PKG0,Cytoplasm,
Q6PL18,Nucleus,
Q6PL24,,
Q6QNY1;Q6QNY1-2,Cytoplasm,
Q6R327-3;Q6R327,,
Q6RFH5;Q6RFH5-2,Nucleolus,
Q6SJ93;Q6SJ93-2,,
Q6SPF0,Secreted,
Q6UB35,Mitochondrion,
Q6ULP2-2;Q6ULP2;Q6ULP2-5;Q6ULP2-4;Q6ULP2-3,Cytoplasm,
Q6UN15;Q6UN15-5;Q6UN15-4,Nucleus,
Q6UW02;Q6UW02-2,,
Q6UW68,,
Q6UWE0;Q6UWE0-2,Cytoplasm,
Q6UWP2;Q6UWP2-2,Secreted,
Q6UWP7-3;Q6UWP7,ER,
Q6UX04;Q6UX04-2,,
Q6UXN9,Nucleus,
Q6UXV4,Mitochondrion,
Q6VMQ6-5;Q6VMQ6;Q6VMQ6-4;Q6VMQ6-2,Nucleus,
Q6VY07,,
Q6WCQ1-2;Q6WCQ1;Q6WCQ1-3,Cytoplasm,
Q6WKZ4;Q6WKZ4-3;Q6WKZ4-2,,
Q6XQN6;Q6XQN6-2;Q6XQN6-3,Cytoplasm,
Q6XZF7;Q6XZF7-2,Cytoplasm,
Q6Y1H2,ER,
Q6Y7W6;Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6-3,,
Q6YHK3;Q6YHK3-4;Q6YHK3-2,,
Q6YHU6;Q6YHU6-3;Q6YHU6-2,,
Q6YN16;Q6YN16-2,,
Q6YP21-3;Q6YP21,,
Q6ZMG9;Q6ZMG9-2,,
Q6ZMI0;Q6ZMI0-2;Q6ZMI0-5;Q6ZMI0-3,,
Q6ZMZ3-2;Q6ZMZ3;Q6ZMZ3-3,,
Q6ZNJ1;Q6ZNJ1-3;Q6ZNJ1-2,ER,
Q6ZRP7,,
Q6ZRQ5,Nucleus,
Q6ZRS2-2;Q6ZRS2;Q6ZRS2-3,Nucleus,
Q6ZRV2,Cytoplasm,
Q6ZS17-4;Q6ZS17-3,Cytoplasm,
Q6ZS81;Q6ZS81-4;Q6ZS81-5,,
Q6ZSR9,,
Q6ZSZ5;Q6ZSZ5-2,Cytoplasm,
Q6ZT12;Q6ZT12-4,,
Q6ZW49;Q6ZW49-2,Nucleus,
Q6ZXV5-2;Q6ZXV5,,
Q709C8-3;Q709C8;Q709C8-4;Q709C8-2,Mitochondrion,
Q70CQ2;Q70CQ2-2;Q70CQ2-3,,
Q70IA6;Q70IA6-3;Q70IA6-2,,
Q70J99;Q70J99-3,Cytoplasm,
Q70UQ0-4,ER,
Q70UQ0;Q70UQ0-2,ER,
Q712K3,,
Q71DI3;Q6NXT2,Nucleus,
Q71RC2;Q71RC2-4;Q71RC2-6;Q71RC2-5;Q71RC2-7,,
Q71SY5-4,Nucleus,
Q71U36;Q71U36-2,Cytoplasm,
Q71UI9;P0C0S5;Q71UI9-4;Q71UI9-2;Q71UI9-3,Nucleus,
Q71UM5,,
Q75QN2;Q75QN2-2,Nucleus,
Q76FK4-4;Q76FK4;Q76FK4-2,Nucleolus,
Q7KZ85,Nucleus,
Q7KZF4,,
Q7KZI7-16;Q7KZI7-15;Q7KZI7-4;Q7KZI7-9;Q7KZI7-5;Q7KZI7-13;Q7KZI7-7;Q7KZI7-2;Q7KZI7-10,Cytoplasm,
Q7KZN9-2;Q7KZN9,Mitochondrion,
Q7L014,Nucleus,
Q7L0Y3,Mitochondrion,
Q7L1Q6-4,,
Q7L1V2,,
Q7L2E3,Mitochondrion,
Q7L2H7;Q7L2H7-2,Cytoplasm,
Q7L2J0,,
Q7L3T8,Mitochondrion,
Q7L4I2;Q7L4I2-2,,
Q7L523;Q5VZM2-2,,
Q7L576,Cytoplasm,Actin regulation
Q7L591,Cytoplasm,
Q7L592,Mitochondrion,
Q7L5D6;Q7L5D6-2,Cytoplasm,
Q7L5N1,,
Q7L5Y9;Q7L5Y9-3;Q7L5Y9-2;Q7L5Y9-4,,
Q7L775,ER,
Q7L7X3;Q7L7X3-3,Cytoplasm,
Q7L8L6,Mitochondrion,
Q7LBC6,Nucleus,
Q7LBR1,Cytoplasm,
Q7LG56;Q7LG56-6;Q7LG56-2,,
Q7LGA3;Q7LGA3-3;Q7LGA3-2,,
Q7RTP6;Q7RTP6-2;Q7RTP6-3,,
Q7RTS9;Q7RTS9-2,Cytoplasm,
Q7RTV0,Nucleus,mRNA splicing
Q7Z2K6,ER,
Q7Z2T5;Q7Z2T5-2,,
Q7Z2W4;Q7Z2W4-2,,
Q7Z2W9;Q7Z2W9-2,Mitochondrion,
Q7Z2Z2;Q7Z2Z2-2,,
Q7Z333-4,,
Q7Z392;Q7Z392-4;Q7Z392-3,,
Q7Z3B4-3;Q7Z3B4,Nucleus,Nuclear pore
Q7Z3C6;Q7Z3C6-2,ER,
Q7Z3D6-2;Q7Z3D6-3;Q7Z3D6;Q7Z3D6-4,Mitochondrion,
Q7Z3E5-2;Q7Z3E5,,
Q7Z3J2;Q7Z3J2-2,,
Q7Z3K3-5;Q7Z3K3-2;Q7Z3K3;Q7Z3K3-7;Q7Z3K3-3;Q7Z3K3-6,,
Q7Z3U7-5;Q7Z3U7-6,,
Q7Z401;Q7Z401-2,Nucleus,
Q7Z406-6;Q7Z406-2;Q7Z406;Q7Z406-4;Q7Z406-5,,
Q7Z417,,
Q7Z422-2;Q7Z422-4;Q7Z422-3;Q7Z422-5;Q7Z422,,
Q7Z434;Q7Z434-4,Mitochondrion,
Q7Z460,Cytoplasm,
Q7Z478,Cytoplasm,
Q7Z4G1;Q7Z4G1-2,,
Q7Z4G4-2;Q7Z4G4;Q7Z4G4-3,,
Q7Z4H3,,
Q7Z4H7;Q7Z4H7-3;Q7Z4H7-2,Cytoplasm,
Q7Z4H8;Q7Z4H8-2;Q7Z4H8-3,ER,
Q7Z4Q2;Q7Z4Q2-2,,
Q7Z4S6-5;Q7Z4S6-2;Q7Z4S6;Q7Z4S6-4;Q7Z4S6-6;Q7Z4S6-3,Cytoplasm,
Q7Z4V5;Q7Z4V5-3,Nucleus,
Q7Z4W1,,
Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-4;Q7Z589-2;Q7Z589-6,Nucleus,
Q7Z5G4;Q7Z5G4-3,,
Q7Z5J4;Q7Z5J4-2;Q7Z5J4-3,,
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3,,
Q7Z5L9,,
Q7Z5R6,Cytoplasm,
Q7Z6E9;Q7Z6E9-2,,
Q7Z6M1;Q7Z6M1-2,Cytoplasm,
Q7Z6Z7-2,,
Q7Z739,,
Q7Z7A1-5;Q7Z7A1;Q7Z7A1-2,Cytoplasm,
Q7Z7A3,Cytoplasm,
Q7Z7E8;Q7Z7E8-2,,
Q7Z7F7;Q7Z7F7-2,Mitochondrion,
Q7Z7H5;Q7Z7H5-3,ER,
Q7Z7H8;Q7Z7H8-2,Mitochondrion,
Q7Z7K0,Mitochondrion,
Q7Z7K6,,
Q86SF2,,
Q86SX6,Mitochondrion,
Q86SZ2;Q86SZ2-2,ER,
Q86T03;Q86T03-2,,
Q86TB9;Q86TB9-2,,
Q86TI0,Nucleus,
Q86TI2;Q86TI2-2;Q86TI2-4,,
Q86TM6-3;Q86TM6;Q86TM6-2,ER,
Q86TN4;Q86TN4-4;Q86TN4-2;Q86TN4-3,,
Q86TP1;Q86TP1-2;Q86TP1-4;Q86TP1-3;Q86TP1-5,,
Q86TU7;Q86TU7-3;Q86TU7-2,Nucleus,
Q86TX2,Cytoplasm,
Q86U06-2;Q86U06;Q86U06-4;Q86U06-5;Q86U06-3,Nucleus,
Q86U38,,
Q86U42-2;Q86U42,,
Q86U44,,
Q86U86-8;Q86U86;Q86U86-5;Q86U86-7;Q86U86-2;Q86U86-4;Q86U86-9;Q86U86-6,Nucleus,
Q86U90,Mitochondrion,
Q86UA1,Nucleus,
Q86UE4,,
Q86UE8-2;Q86UE8;Q86UE8-3,,
Q86UK7-2;Q86UK7-3;Q86UK7,,
Q86UP2,ER,
Q86US8,,
Q86UT6;Q86UT6-2,Mitochondrion,
Q86UV5;Q86UV5-2;Q86UV5-3,,
Q86UX7-2;Q86UX7,,
Q86UY8;Q86UY8-2,,
Q86V21;Q86V21-2,Cytoplasm,
Q86V48;Q86V48-2;Q86V48-3,Nucleus,
Q86V81,,TREX
Q86V87,,
Q86V88;Q86V88-3;Q86V88-2,,
Q86VI3,,
Q86VM9,Nucleus,
Q86VN1;Q86VN1-2,,
Q86VP1-2;Q86VP1;Q86VP1-3,,
Q86VP6;Q86VP6-2,,
Q86VR2,,
Q86VS8,Cytoplasm,
Q86VV8;Q86VV8-3,Cytoplasm,
Q86VX2-2;Q86VX2,,
Q86W42;Q86W42-3,Nucleus,TREX
Q86W50,,
Q86W56;Q86W56-2,,
Q86W92-4;Q86W92,,
Q86WA6;Q86WA6-2,,
Q86WA8;Q86WA8-2,,
Q86WB0;Q86WB0-2,Nucleus,
Q86WJ1;Q86WJ1-2;Q86WJ1-3,Nucleus,
Q86WQ0;Q86WQ0-2,Nucleus,
Q86WR0;Q86WR0-2,,
Q86WX3,Nucleolus,
Q86X10-3;Q86X10;Q86X10-2;Q86X10-4,,
Q86X29-4;Q86X29;Q86X29-5;Q86X29-2,,
Q86X55-1;Q86X55;Q86X55-2,,
Q86X76-2;Q86X76-4;Q86X76;Q86X76-3;Q86X76-5,Mitochondrion,
Q86X83;Q86X83-2,Cytoplasm,
Q86XI2;Q86XI2-2,Nucleus,
Q86XI8,,
Q86XL3;Q86XL3-2,ER,
Q86XP3,,
Q86XZ4,Cytoplasm,
Q86Y07;Q86Y07-5;Q86Y07-2;Q86Y07-4,,
Q86Y39;Q86Y39-2,Mitochondrion,complex I
Q86Y56;Q86Y56-2,Cytoplasm,
Q86Y79,,
Q86Y82,,
Q86YP4;Q86YP4-3,Nucleus,
Q86YQ8,,
Q86YS6;Q86YS6-2,,
Q86YS7-3;Q86YS7,Cytoplasm,
Q86YV5,,
Q86YV9,ER,
Q8IU81,Nucleus,
Q8IUD2;Q8IUD2-3;Q8IUD2-2;Q8IUD2-4;Q8IUD2-5,Cytoplasm,
Q8IUE6,Nucleus,
Q8IUF8;Q8IUF8-2,Nucleolus,
Q8IUI8-2,Cytoplasm,
Q8IUR0,ER,
Q8IUR7;Q8IUR7-2;Q8IUR7-7;Q8IUR7-8;Q8IUR7-3;Q8IUR7-6,,
Q8IUX4,Cytoplasm,
Q8IV08,ER,
Q8IV36-2;Q8IV36;Q8IV36-3,Cytoplasm,
Q8IV48,,
Q8IV50,,
Q8IVD9,,
Q8IVF2-3;Q8IVF2,Nucleus,
Q8IVG5,,
Q8IVH4,Mitochondrion,
Q8IVM0,Cytoplasm,
Q8IVS2,Mitochondrion,
Q8IVT2,Cytoplasm,
Q8IVT5;Q8IVT5-2,ER,
Q8IW45;Q8IW45-2;Q8IW45-4,Mitochondrion,
Q8IWA0,Nucleolus,nucleolar rRNA processing
Q8IWA4;Q8IWA4-3,Mitochondrion,
Q8IWA5;Q8IWA5-2;Q8IWA5-3,,
Q8IWB7,,
Q8IWB9;Q8IWB9-2,,
Q8IWE2;Q8IWE2-2,Cytoplasm,
Q8IWI9;Q8IWI9-4;Q8IWI9-3,Nucleus,
Q8IWJ2,Cytoplasm,
Q8IWL3,Mitochondrion,
Q8IWR0,Nucleus,
Q8IWS0;Q8IWS0-3;Q8IWS0-5;Q8IWS0-4;Q8IWS0-2,Nucleolus,
Q8IWT0;Q8IWT0-2,,
Q8IWT6,,
Q8IWV7;Q8IWV7-2,Cytoplasm,
Q8IWV8-4;Q8IWV8,Nucleus,
Q8IWX8,ER,
Q8IWZ3-6;Q8IWZ3;Q8IWZ3-4,Cytoplasm,
Q8IWZ8,Nucleus,
Q8IX01;Q8IX01-4;Q8IX01-3,Nucleus,
Q8IX04-6;Q8IX04;Q8IX04-3;Q8IX04-2;Q8IX04-4,,
Q8IX12-2;Q8IX12,Cytoplasm,
Q8IX18;Q8IX18-3;Q8IX18-2,,
Q8IXB1;Q8IXB1-2,ER,
Q8IXH7-4;Q8IXH7,Nucleus,
Q8IXI1,Mitochondrion,
Q8IXI2-3;Q8IXI2-2;Q8IXI2-5;Q8IXI2-7;Q8IXI2,Mitochondrion,
Q8IXM2;Q8IXM2-3;Q8IXM2-2,Nucleus,
Q8IXM3,Mitochondrion,
Q8IXM6;Q8IXM6-2,Nucleus,
Q8IXQ6-2;Q8IXQ6-3,,
Q8IXT5,,
Q8IY17-4;Q8IY17-3;Q8IY17;Q8IY17-2;Q8IY17-5,ER,
Q8IY18,Nucleus,
Q8IY21,Cytoplasm,
Q8IY37,,
Q8IY67-2,,
Q8IY81,Nucleolus,
Q8IY95-2;Q8IY95,,
Q8IYB3-2;Q8IYB3,Nucleus,
Q8IYB5-3;Q8IYB5-2;Q8IYB5,,
Q8IYB7;Q8IYB7-2,Cytoplasm,
Q8IYB8,,
Q8IYI6,Cytoplasm,
Q8IYL3,Nucleus,
Q8IYM9;Q8IYM9-2,,
Q8IYQ7,,
Q8IYS1,,
Q8IYS2;Q8IYS2-2,,
Q8IYT4;Q8IYT4-2,Cytoplasm,
Q8IZ07,,
Q8IZ69;Q8IZ69-2,,
Q8IZ73;Q8IZ73-2,,
Q8IZ81,,
Q8IZ83,,
Q8IZD4;Q8IZD4-2,,
Q8IZE3-2;Q8IZE3,Cytoplasm,
Q8IZH2-2;Q8IZH2,Cytoplasm,
Q8IZL8,,
Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-2;Q8IZP0-4;Q8IZP0-3;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0;Q8IZP0-12;Q8IZP0-11,,Actin regulation
Q8IZQ5,,
Q8N0T1,,
Q8N0U8;Q8N0U8-2,ER,
Q8N0W3;Q8N0W3-2,,
Q8N0X7,Cytoplasm,
Q8N122;Q8N122-3,Cytoplasm,
Q8N138-4;Q8N138,ER,
Q8N163;Q8N163-2,,
Q8N183,Mitochondrion,
Q8N1B4;Q8N1B4-2,,
Q8N1F7;Q8N1F7-2,Nucleus,Nuclear pore
Q8N1F8,Cytoplasm,
Q8N1G0,,
Q8N1G2,Nucleus,
Q8N1G4,,
Q8N1N4;Q8N1N4-2,,
Q8N201,Nucleus,
Q8N2F6-3;Q8N2F6,ER,
Q8N2G8-3;Q8N2G8,,
Q8N2K0;Q8N2K0-2;Q8N2K0-3,,
Q8N2U0,,
Q8N335,Cytoplasm,
Q8N392,Cytoplasm,Rho GTPase regulation
Q8N3C0,Nucleus,
Q8N3D4,,
Q8N3P4-3;Q8N3P4;Q8N3P4-2,,
Q8N3U4,Nucleus,
Q8N3X1;Q8N3X1-2,,
Q8N442,Mitochondrion,
Q8N4H5;Q8N4H5-3;Q8N4H5-2,Mitochondrion,
Q8N4P3;Q8N4P3-2,,
Q8N4Q0;Q8N4Q0-2,,
Q8N4T8;Q8N4T8-2,Mitochondrion,
Q8N4V1;Q8N4V1-2,ER,
Q8N511,,
Q8N543;Q8N543-2,,
Q8N573-8;Q8N573-5;Q8N573,Mitochondrion,
Q8N5A5-2;Q8N5A5-3;Q8N5A5,Nucleus,
Q8N5C6;Q8N5C6-2,,
Q8N5K1,,
Q8N5L8,Nucleus,
Q8N5M1,Mitochondrion,
Q8N5M4,,
Q8N5M9,ER,
Q8N5N7,Mitochondrion,
Q8N668;Q8N668-2,,
Q8N684-2;Q8N684;Q8N684-3,Nucleus,
Q8N6H7;Q8N6H7-3,Cytoplasm,
Q8N6L1;Q8N6L1-2,ER,
Q8N6M0;Q8N6M0-2,,
Q8N6R0;Q8N6R0-3;Q8N6R0-4;Q8N6R0-1;Q8N6R0-2,,
Q8N6T3;Q8N6T3-2;Q8N6T3-4,Cytoplasm,
Q8N766-2;Q8N766;Q8N766-3,,
Q8N7H5-3;Q8N7H5;Q8N7H5-2,Nucleus,
Q8N806,,
Q8N884;Q8N884-2,Cytoplasm,
Q8N8A2;Q8N8A2-4;Q8N8A2-3,,
Q8N8A6,Nucleolus,nucleolar rRNA processing
Q8N8N7,Cytoplasm,
Q8N8S7,Cytoplasm,
Q8N983-4,Mitochondrion,
Q8N999,,
Q8N9N2-2;Q8N9N2,Nucleus,
Q8N9N7,,
Q8N9N8,Nucleus,
Q8NAV1,Nucleus,
Q8NB16;Q8NB16-2,Cytoplasm,
Q8NB37;Q8NB37-2;Q8NB37-3,Secreted,
Q8NB46,,
Q8NB78;Q8NB78-2,Nucleus,
Q8NB90;Q8NB90-2;Q8NB90-3,Mitochondrion,
Q8NBF2,,
Q8NBF6;Q8NBF6-2,,
Q8NBJ5,ER,
Q8NBJ7;Q8NBJ7-2;Q8NBJ7-5,ER,
Q8NBK3-5;Q8NBK3;Q8NBK3-3;Q8NBK3-2;Q8NBK3-4,ER,
Q8NBL1,ER,
Q8NBM8,Secreted,
Q8NBN7;Q8NBN7-2,,
Q8NBQ5,Secreted,
Q8NBS9;Q8NBS9-2,ER,
Q8NBT2;Q8NBT2-2,Nucleus,
Q8NBU5;Q8NBU5-2,,
Q8NBX0,,
Q8NC44,,
Q8NC51,,
Q8NC56,Nucleus,
Q8NCA5-2;Q8NCA5,,
Q8NCE2;Q8NCE2-2;Q8NCE2-3,Cytoplasm,
Q8NCF5;Q8NCF5-2;Q8NCF5-3,,
Q8NCG7;Q8NCG7-2;Q8NCG7-4,,
Q8NCL4,,
Q8NCN5,Mitochondrion,
Q8NCW5;Q8NCW5-2,,
Q8ND04;Q8ND04-2;Q8ND04-3,,
Q8ND24;Q8ND24-2,,
Q8ND30;Q8ND30-2;Q8ND30-3,,
Q8ND56;Q8ND56-2;Q8ND56-3,Cytoplasm,
Q8NDA8;Q8NDA8-2,,
Q8NDC0,,
Q8NDH3;Q8NDH3-2;Q8NDH3-5;Q8NDH3-4;Q8NDH3-3,,
Q8NDV3-2;Q8NDV3-3;Q8NDV3,Nucleus,
Q8NE62,Mitochondrion,
Q8NE71;Q8NE71-2,,
Q8NE86;Q8NE86-3;Q8NE86-2,Mitochondrion,
Q8NEB9,,
Q8NEC7;Q8NEC7-3,Cytoplasm,
Q8NEJ9-2;Q8NEJ9,,
Q8NEL9,Cytoplasm,
Q8NEM2,Cytoplasm,
Q8NEW0,,
Q8NEY8,,
Q8NEZ2;Q8NEZ2-2,Nucleus,
Q8NEZ4;Q8NEZ4-3;Q8NEZ4-2,Nucleus,
Q8NEZ5;Q8NEZ5-3,Cytoplasm,
Q8NF37,ER,
Q8NF50;Q8NF50-3;Q8NF50-2;Q8NF50-4,,Rho GTPase regulation
Q8NF91,,
Q8NFA0,,
Q8NFC6,,
Q8NFD5;Q8NFD5-2;Q8NFD5-3;Q8NFD5-4,Nucleus,
Q8NFF5-2;Q8NFF5;Q8NFF5-3,Mitochondrion,
Q8NFH3;Q8NFH3-2,Nucleus,Nuclear pore
Q8NFH4,Nucleus,Nuclear pore
Q8NFH5,Nucleus,Nuclear pore
Q8NFQ8,,
Q8NFU3;Q8NFU3-3,Cytoplasm,
Q8NFV4;Q8NFV4-4;Q8NFV4-6,,
Q8NFW8,Nucleus,
Q8NHG7,ER,
Q8NHH9;Q8NHH9-5;Q8NHH9-2;Q8NHH9-4;Q8NHH9-3,ER,
Q8NHP6;Q8NHP6-2,,
Q8NHP8,,
Q8NHQ9,,
Q8NHU6;Q8NHU6-2,Cytoplasm,
Q8NHV4-3;Q8NHV4-2,Cytoplasm,
Q8NI08-2;Q8NI08;Q8NI08-7,Nucleus,
Q8NI22-2,ER,
Q8NI27,Nucleus,TREX
Q8NI36,Nucleolus,nucleolar rRNA processing
Q8NI60;Q8NI60-4,Mitochondrion,
Q8TAD8,Nucleus,
Q8TAE8,,
Q8TAF3;Q8TAF3-3;Q8TAF3-4;Q8TAF3-5,,
Q8TAG9;Q8TAG9-2,,
Q8TAQ2,Nucleus,
Q8TAQ2-2;Q8TAQ2-3,Nucleus,
Q8TAT6;Q8TAT6-2,,
Q8TB03;Q8TB03-2,,
Q8TB52,,
Q8TB61-3;Q8TB61-2;Q8TB61;Q8TB61-5;Q8TB61-4,,
Q8TB72-3;Q8TB72;Q8TB72-2,Cytoplasm,
Q8TBA6;Q8TBA6-2,,
Q8TBB5;Q8TBB5-3;Q8TBB5-2,,
Q8TBC4;Q8TBC4-2,,
Q8TBF2;Q8TBF2-3;Q8TBF2-8;Q8TBF2-4;Q8TBF2-2;Q8TBF2-7;Q8TBF2-5;Q8TBF2-6,Cytoplasm,
Q8TBP6,Mitochondrion,
Q8TBQ9,,
Q8TBX8;Q8TBX8-3;Q8TBX8-2,Cytoplasm,
Q8TC07-2;Q8TC07;Q8TC07-3,Cytoplasm,
Q8TC12;Q8TC12-2;Q8TC12-3,ER,
Q8TCA0;Q8TCA0-3,,
Q8TCC3-2;Q8TCC3;Q8TCC3-3,Mitochondrion,
Q8TCD5,Cytoplasm,
Q8TCE6-2;Q8TCE6,,
Q8TCF1;Q8TCF1-4;Q8TCF1-3;Q8TCF1-2,,
Q8TCG1;Q8TCG1-2,Cytoplasm,
Q8TCJ2,ER,
Q8TCS8,Mitochondrion,
Q8TCT9-5;Q8TCT9,ER,
Q8TCU6,Cytoplasm,
Q8TD16;Q8TD16-2,,
Q8TD19,,
Q8TD55;Q8TD55-2,,
Q8TDB6,,
Q8TDD1-2,Nucleolus,
Q8TDH9;Q8TDH9-2;Q8TDH9-3,,
Q8TDN6,Nucleolus,nucleolar rRNA processing
Q8TDP1;Q8TDP1-2,Nucleus,
Q8TDQ7;Q8TDQ7-2;Q8TDQ7-5;Q8TDQ7-3,Cytoplasm,
Q8TDX7,,
Q8TDZ2;Q8TDZ2-4;Q8TDZ2-2,Cytoplasm,
Q8TE02;Q8TE02-4;Q8TE02-2;Q8TE02-3,,
Q8TE77;Q8TE77-3;Q8TE77-2,,
Q8TEA7-3;Q8TEA7-2;Q8TEA7,,
Q8TEA8,,
Q8TEB1-2;Q8TEB1;Q8TEB1-3,,
Q8TED0;Q8TED0-3;Q8TED0-2,Nucleolus,nucleolar rRNA processing
Q8TEK3-2;Q8TEK3,Nucleus,
Q8TEM1,,
Q8TEP8-3,Cytoplasm,
Q8TEQ6,,
Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3,Cytoplasm,
Q8TEW0-5;Q8TEW0-4;Q8TEW0-11;Q8TEW0-2;Q8TEW0,Cytoplasm,
Q8TEX9;Q8TEX9-2,,
Q8TF05-2;Q8TF05,,
Q8TF68;Q8TF68-3;Q8TF68-2,Nucleus,
Q8WTS6,Nucleus,
Q8WTT2,Nucleolus,
Q8WTV0-4;Q8WTV0-2;Q8WTV0-5;Q8WTV0,,
Q8WTW3,,
Q8WU76;Q8WU76-2,,
Q8WU79;Q8WU79-2;Q8WU79-3,Cytoplasm,
Q8WU90,,
Q8WUA2,Nucleus,
Q8WUA4;Q8WUA4-2,Nucleus,
Q8WUA7;Q8WUA7-4;Q8WUA7-2;Q8WUA7-3,,
Q8WUD1;Q8WUD1-2,ER,
Q8WUD4,,
Q8WUF5,,
Q8WUH1;Q8WUH1-2,,
Q8WUH2,Cytoplasm,
Q8WUH6,,
Q8WUI4-3;Q8WUI4-4;Q8WUI4;Q8WUI4-7;Q8WUI4-6;Q8WUI4-5;Q8WUI4-10,,
Q8WUK0;Q8WUK0-2,Mitochondrion,
Q8WUM0,Nucleus,Nuclear pore
Q8WUM4,Secreted,
Q8WUM4-2,Secreted,
Q8WUQ7;Q8WUQ7-2,Nucleus,
Q8WUR7;Q8WUR7-2;Q8WUR7-3,,
Q8WUW1;Q8WUW1-2,Cytoplasm,Actin regulation
Q8WUX2,,
Q8WUX9,,
Q8WUY1,Secreted,
Q8WV22,Nucleus,
Q8WV74;Q8WV74-2,,
Q8WV92,,
Q8WVB6;Q8WVB6-2;Q8WVB6-3,Nucleus,
Q8WVC0;Q8WVC0-2,Nucleus,
Q8WVC6,,
Q8WVJ2,Cytoplasm,
Q8WVK2,Nucleus,mRNA splicing
Q8WVM0,Mitochondrion,
Q8WVM7;Q8WVM7-2,Nucleus,
Q8WVM8;Q8WVM8-2,ER,
Q8WVT3,Nucleus,
Q8WVV9-4;Q8WVV9;Q8WVV9-5,,
Q8WVX9,,
Q8WVY7,Nucleus,
Q8WW12,Nucleus,
Q8WW22;Q8WW22-2;Q8WW22-3,,
Q8WW59,,
Q8WWC4,Mitochondrion,
Q8WWH5,,
